epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1659,20217.2,0.30083,0.18747,0.77542,0.90503,0.73853,0.84696,0.75043,0.40744,0.32266,0.82894,0.0045286,0.0045286,0.0045286
1660,20229.5,0.29327,0.18559,0.77434,0.90566,0.73889,0.84712,0.75051,0.40758,0.32328,0.82894,0.0045253,0.0045253,0.0045253
1661,20241.8,0.29205,0.18387,0.775,0.90586,0.73886,0.84705,0.75066,0.40717,0.32356,0.82866,0.004522,0.004522,0.004522
1662,20253.9,0.29637,0.18483,0.7745,0.90527,0.73886,0.84692,0.75049,0.40708,0.32329,0.8285,0.0045187,0.0045187,0.0045187
1663,20266,0.31039,0.19107,0.7757,0.90704,0.73811,0.84712,0.7507,0.40688,0.32372,0.82843,0.0045154,0.0045154,0.0045154
1664,20278.1,0.29747,0.18898,0.77409,0.90755,0.73806,0.84708,0.75059,0.4066,0.32386,0.8282,0.0045121,0.0045121,0.0045121
1665,20290.2,0.30732,0.19014,0.77369,0.90849,0.73755,0.84729,0.75067,0.40674,0.32384,0.8282,0.0045088,0.0045088,0.0045088
1666,20302.4,0.30769,0.19025,0.77541,0.91246,0.73508,0.84697,0.75021,0.40691,0.32369,0.82854,0.0045055,0.0045055,0.0045055
1667,20314.4,0.30743,0.18974,0.77476,0.90766,0.73775,0.84697,0.75056,0.40684,0.32397,0.82844,0.0045022,0.0045022,0.0045022
1668,20326.6,0.30289,0.18877,0.77548,0.9075,0.73775,0.84705,0.75053,0.40701,0.32401,0.82854,0.0044989,0.0044989,0.0044989
1669,20338.8,0.29534,0.18929,0.77463,0.91292,0.73404,0.84656,0.75048,0.40715,0.32439,0.82862,0.0044956,0.0044956,0.0044956
1670,20350.9,0.29425,0.18325,0.77488,0.91342,0.73579,0.84769,0.75096,0.40688,0.32409,0.82863,0.0044923,0.0044923,0.0044923
1671,20363.1,0.30565,0.18896,0.77339,0.91362,0.73485,0.84742,0.75097,0.4069,0.32356,0.82856,0.004489,0.004489,0.004489
1672,20375.8,0.29825,0.18556,0.77448,0.91282,0.73472,0.84702,0.7511,0.40708,0.3236,0.82869,0.0044857,0.0044857,0.0044857
1673,20388.4,0.30016,0.18618,0.77448,0.90941,0.73793,0.84761,0.75112,0.40706,0.32372,0.82876,0.0044824,0.0044824,0.0044824
1674,20401.1,0.30133,0.18659,0.77684,0.90897,0.73793,0.84747,0.7511,0.40711,0.32361,0.8289,0.0044791,0.0044791,0.0044791
1675,20413.6,0.29723,0.18573,0.77655,0.90827,0.73775,0.84734,0.75102,0.4073,0.32336,0.82908,0.0044758,0.0044758,0.0044758
1676,20426.1,0.29788,0.18468,0.77435,0.90921,0.73668,0.84711,0.75101,0.40718,0.3234,0.82878,0.0044725,0.0044725,0.0044725
1677,20438.3,0.2996,0.18667,0.77541,0.90863,0.73706,0.84713,0.75089,0.4071,0.32356,0.82882,0.0044692,0.0044692,0.0044692
1678,20450.9,0.30153,0.18751,0.77503,0.90997,0.73668,0.84726,0.75085,0.40724,0.32368,0.82878,0.0044659,0.0044659,0.0044659
1679,20463.3,0.30122,0.18832,0.77442,0.91028,0.73668,0.84727,0.75084,0.40727,0.32384,0.82877,0.0044626,0.0044626,0.0044626
1680,20475.7,0.30641,0.18781,0.77413,0.91312,0.7349,0.84765,0.7511,0.40757,0.32384,0.82882,0.0044593,0.0044593,0.0044593
1681,20488.1,0.29718,0.18465,0.77386,0.90884,0.73714,0.84745,0.75125,0.40726,0.3238,0.82881,0.004456,0.004456,0.004456
1682,20500.5,0.29217,0.18211,0.77482,0.91001,0.73681,0.84759,0.75135,0.40705,0.32399,0.82869,0.0044527,0.0044527,0.0044527
1683,20512.8,0.29325,0.18649,0.77501,0.91297,0.73454,0.84763,0.75126,0.40722,0.3241,0.82875,0.0044494,0.0044494,0.0044494
1684,20525.5,0.2891,0.18203,0.77544,0.91024,0.73633,0.84764,0.75104,0.4076,0.32427,0.82879,0.0044461,0.0044461,0.0044461
1685,20538.3,0.29467,0.18104,0.77376,0.90986,0.73732,0.84804,0.75111,0.40792,0.32458,0.82875,0.0044428,0.0044428,0.0044428
1686,20550.7,0.28734,0.18187,0.77431,0.91035,0.73722,0.84803,0.75105,0.40813,0.32434,0.82876,0.0044395,0.0044395,0.0044395
1687,20563.1,0.30022,0.18538,0.77481,0.91005,0.73722,0.84792,0.75119,0.40808,0.32433,0.82887,0.0044362,0.0044362,0.0044362
1688,20575.9,0.30364,0.18832,0.77512,0.9088,0.73633,0.84749,0.75103,0.40789,0.324,0.82876,0.0044329,0.0044329,0.0044329
1689,20588.7,0.3003,0.18618,0.77593,0.90909,0.73686,0.84747,0.75131,0.40827,0.32445,0.82901,0.0044296,0.0044296,0.0044296
1690,20601.5,0.30086,0.18866,0.77433,0.91154,0.73544,0.84799,0.75101,0.40828,0.32404,0.82894,0.0044263,0.0044263,0.0044263
1691,20614.2,0.29285,0.1864,0.77652,0.91083,0.7374,0.84828,0.75121,0.40815,0.32436,0.82885,0.004423,0.004423,0.004423
1692,20627.4,0.31085,0.19362,0.77712,0.9067,0.73929,0.84814,0.75141,0.40827,0.32453,0.82888,0.0044197,0.0044197,0.0044197
1693,20640.3,0.29741,0.1847,0.77628,0.91047,0.73736,0.84842,0.75136,0.40822,0.32444,0.82894,0.0044164,0.0044164,0.0044164
1694,20652.9,0.29636,0.18468,0.77399,0.90775,0.73971,0.84821,0.75121,0.40823,0.32412,0.82887,0.0044131,0.0044131,0.0044131
1695,20665.1,0.29506,0.18518,0.77496,0.90737,0.73971,0.84813,0.75131,0.40834,0.32428,0.8289,0.0044098,0.0044098,0.0044098
1696,20677.5,0.30963,0.19133,0.77521,0.90986,0.73882,0.84844,0.75131,0.40797,0.324,0.82874,0.0044065,0.0044065,0.0044065
1697,20689.7,0.29448,0.18379,0.77406,0.90937,0.73825,0.84789,0.75115,0.40799,0.324,0.82874,0.0044032,0.0044032,0.0044032
1698,20701.9,0.29416,0.18414,0.77491,0.90941,0.73829,0.84846,0.75133,0.40812,0.32398,0.82875,0.0043999,0.0043999,0.0043999
1699,20714.1,0.29167,0.18208,0.77564,0.91034,0.73775,0.84835,0.75129,0.40804,0.32426,0.82872,0.0043966,0.0043966,0.0043966
1700,20726.3,0.28867,0.18113,0.77307,0.91109,0.73757,0.84847,0.75137,0.40793,0.32401,0.82878,0.0043933,0.0043933,0.0043933
1701,20738.4,0.29061,0.18125,0.77506,0.91097,0.7374,0.84825,0.7511,0.40807,0.32387,0.82873,0.00439,0.00439,0.00439
1702,20750.7,0.29221,0.18448,0.77545,0.91136,0.73704,0.84816,0.7513,0.40791,0.32408,0.82869,0.0043867,0.0043867,0.0043867
1703,20763,0.3013,0.18733,0.77465,0.91106,0.73722,0.84817,0.75149,0.40775,0.32425,0.82864,0.0043834,0.0043834,0.0043834
1704,20775.2,0.3006,0.18621,0.77733,0.912,0.73668,0.84821,0.75167,0.40769,0.32418,0.82863,0.0043801,0.0043801,0.0043801
1705,20787.5,0.30326,0.18796,0.7757,0.91174,0.73597,0.84798,0.75143,0.40799,0.32434,0.82858,0.0043768,0.0043768,0.0043768
1706,20799.7,0.28924,0.18252,0.77491,0.91295,0.73597,0.84812,0.75141,0.40793,0.32417,0.82847,0.0043735,0.0043735,0.0043735
1707,20812,0.30555,0.18972,0.77512,0.91233,0.736,0.8479,0.75123,0.40765,0.32479,0.82839,0.0043702,0.0043702,0.0043702
1708,20824.2,0.2978,0.18444,0.77465,0.91282,0.7368,0.84807,0.75156,0.40753,0.32435,0.82851,0.0043669,0.0043669,0.0043669
1709,20836.5,0.2996,0.18736,0.77522,0.91316,0.7365,0.84814,0.75148,0.40781,0.32434,0.82852,0.0043636,0.0043636,0.0043636
1710,20848.8,0.29358,0.18315,0.77445,0.91336,0.73615,0.84799,0.75148,0.40791,0.32432,0.8285,0.0043603,0.0043603,0.0043603
1711,20861.1,0.29605,0.18795,0.77389,0.91375,0.7365,0.84775,0.75119,0.40802,0.32471,0.82849,0.004357,0.004357,0.004357
1712,20873.4,0.28552,0.17963,0.77427,0.91257,0.73704,0.84794,0.75137,0.40775,0.32483,0.82826,0.0043537,0.0043537,0.0043537
1713,20885.6,0.29555,0.18324,0.77404,0.91114,0.73668,0.84764,0.75097,0.40798,0.3248,0.82827,0.0043504,0.0043504,0.0043504
1714,20898.1,0.29177,0.18276,0.77406,0.91254,0.73722,0.84823,0.7512,0.40803,0.32472,0.82831,0.0043471,0.0043471,0.0043471
1715,20910.3,0.29524,0.18386,0.775,0.91316,0.7374,0.8482,0.75113,0.40834,0.32507,0.82841,0.0043438,0.0043438,0.0043438
1716,20922.7,0.28864,0.18191,0.77443,0.91395,0.73615,0.84813,0.75124,0.4089,0.32472,0.82918,0.0043405,0.0043405,0.0043405
1717,20934.8,0.29091,0.18325,0.77373,0.91324,0.73698,0.84853,0.7515,0.40918,0.32485,0.82925,0.0043372,0.0043372,0.0043372
1718,20946.9,0.29279,0.18745,0.77405,0.91453,0.73633,0.8485,0.75143,0.40904,0.32485,0.82928,0.0043339,0.0043339,0.0043339
1719,20958.9,0.30891,0.18817,0.7748,0.91455,0.73615,0.84826,0.75124,0.4091,0.32487,0.82928,0.0043306,0.0043306,0.0043306
1720,20971,0.29643,0.18611,0.776,0.91456,0.73615,0.84823,0.75137,0.40917,0.32498,0.82931,0.0043273,0.0043273,0.0043273
1721,20983.2,0.30021,0.18747,0.77542,0.91469,0.73597,0.84823,0.75131,0.40899,0.32492,0.82924,0.004324,0.004324,0.004324
1722,20995.3,0.29767,0.18378,0.77223,0.91392,0.73544,0.84797,0.75113,0.40897,0.32494,0.82924,0.0043207,0.0043207,0.0043207
1723,21007.3,0.28566,0.18013,0.77564,0.91432,0.73579,0.84843,0.75092,0.40907,0.32489,0.82922,0.0043174,0.0043174,0.0043174
1724,21019.4,0.29189,0.18262,0.77594,0.91432,0.73579,0.84837,0.75075,0.4093,0.32475,0.82926,0.0043141,0.0043141,0.0043141
1725,21031.4,0.28112,0.17811,0.77483,0.91385,0.73544,0.84808,0.75086,0.40918,0.32488,0.82914,0.0043108,0.0043108,0.0043108
1726,21043.4,0.2905,0.17962,0.7733,0.91362,0.73487,0.84804,0.75077,0.40922,0.32458,0.8291,0.0043075,0.0043075,0.0043075
1727,21055.5,0.28773,0.18432,0.77387,0.91253,0.73526,0.84781,0.75086,0.4092,0.32475,0.82919,0.0043042,0.0043042,0.0043042
1728,21067.8,0.29281,0.18235,0.77538,0.91111,0.73594,0.84812,0.75095,0.40918,0.32464,0.82911,0.0043009,0.0043009,0.0043009
1729,21080.1,0.29711,0.18548,0.77461,0.91106,0.73597,0.84809,0.75118,0.40942,0.32464,0.82925,0.0042976,0.0042976,0.0042976
1730,21092.4,0.29878,0.18578,0.7751,0.91086,0.73561,0.8481,0.75115,0.40937,0.32452,0.82909,0.0042943,0.0042943,0.0042943
1731,21104.7,0.29306,0.18446,0.77337,0.91093,0.73579,0.84814,0.75127,0.40938,0.32475,0.82916,0.004291,0.004291,0.004291
1732,21116.9,0.2954,0.18691,0.77355,0.91069,0.73544,0.8481,0.7516,0.40925,0.32495,0.82912,0.0042877,0.0042877,0.0042877
1733,21129.1,0.28961,0.18724,0.77648,0.9108,0.73544,0.8482,0.75163,0.4092,0.32512,0.82911,0.0042844,0.0042844,0.0042844
1734,21141.3,0.29906,0.18556,0.77362,0.91117,0.73579,0.84848,0.75146,0.40911,0.3253,0.8291,0.0042811,0.0042811,0.0042811
1735,21153.5,0.29685,0.18401,0.77331,0.91152,0.73615,0.84886,0.75163,0.40916,0.3255,0.82915,0.0042778,0.0042778,0.0042778
1736,21165.7,0.28892,0.1807,0.77425,0.91023,0.73521,0.84844,0.75158,0.40931,0.32563,0.82927,0.0042745,0.0042745,0.0042745
1737,21178,0.29305,0.18365,0.77665,0.90968,0.73508,0.84809,0.75147,0.40954,0.32582,0.82944,0.0042712,0.0042712,0.0042712
1738,21190.2,0.28955,0.18149,0.77464,0.91017,0.73526,0.84818,0.75166,0.40934,0.3256,0.82939,0.0042679,0.0042679,0.0042679
1739,21202.4,0.29031,0.18309,0.77431,0.9131,0.7349,0.84843,0.75187,0.4094,0.32531,0.82931,0.0042646,0.0042646,0.0042646
1740,21214.5,0.29678,0.18587,0.77595,0.91353,0.73454,0.84854,0.75163,0.40923,0.32537,0.82926,0.0042613,0.0042613,0.0042613
1741,21226.9,0.29816,0.18708,0.77539,0.91375,0.7349,0.84835,0.75153,0.40917,0.32559,0.82921,0.004258,0.004258,0.004258
1742,21239.3,0.2904,0.18362,0.77381,0.91475,0.73561,0.84904,0.75174,0.40921,0.32525,0.82928,0.0042547,0.0042547,0.0042547
1743,21251.5,0.29953,0.18706,0.77494,0.91425,0.7349,0.84896,0.75182,0.40918,0.3249,0.8292,0.0042514,0.0042514,0.0042514
1744,21263.8,0.30116,0.18657,0.77368,0.9146,0.73526,0.84888,0.75178,0.40877,0.32496,0.82906,0.0042481,0.0042481,0.0042481
1745,21276.2,0.29547,0.18439,0.77527,0.91485,0.73507,0.84905,0.75159,0.40922,0.32538,0.82906,0.0042448,0.0042448,0.0042448
1746,21288.4,0.29653,0.18505,0.77412,0.91448,0.73526,0.84894,0.75177,0.40902,0.32544,0.82908,0.0042415,0.0042415,0.0042415
1747,21300.6,0.28644,0.1832,0.77657,0.91509,0.73437,0.84942,0.75192,0.40898,0.32566,0.829,0.0042382,0.0042382,0.0042382
1748,21312.9,0.28441,0.17695,0.77298,0.91478,0.73437,0.84912,0.75175,0.40906,0.32571,0.8291,0.0042349,0.0042349,0.0042349
1749,21325.1,0.29505,0.18171,0.77384,0.91417,0.73365,0.84867,0.75196,0.40901,0.32585,0.82905,0.0042316,0.0042316,0.0042316
1750,21337.5,0.29099,0.1813,0.77385,0.90725,0.73717,0.84877,0.75179,0.40896,0.32605,0.82899,0.0042283,0.0042283,0.0042283
1751,21349.8,0.28676,0.18022,0.7753,0.90684,0.73703,0.84867,0.7521,0.40905,0.32569,0.82902,0.004225,0.004225,0.004225
1752,21362,0.2898,0.1808,0.77424,0.90737,0.73823,0.84922,0.75208,0.40927,0.32637,0.82907,0.0042217,0.0042217,0.0042217
1753,21374.1,0.29022,0.18181,0.77311,0.90736,0.73812,0.84923,0.75206,0.40911,0.32598,0.82898,0.0042184,0.0042184,0.0042184
1754,21386.4,0.29197,0.18372,0.77361,0.9072,0.73847,0.84921,0.75233,0.4093,0.32602,0.82903,0.0042151,0.0042151,0.0042151
1755,21398.7,0.29154,0.18318,0.7747,0.90725,0.739,0.84961,0.75214,0.4091,0.32593,0.82904,0.0042118,0.0042118,0.0042118
1756,21411,0.29342,0.1832,0.77403,0.90677,0.73864,0.84935,0.7523,0.40897,0.32599,0.82906,0.0042085,0.0042085,0.0042085
1757,21423.2,0.28909,0.18134,0.77227,0.90726,0.73864,0.84943,0.75207,0.40922,0.32629,0.82897,0.0042052,0.0042052,0.0042052
1758,21435.5,0.28985,0.18377,0.77503,0.90526,0.74131,0.84951,0.75217,0.40932,0.32631,0.82905,0.0042019,0.0042019,0.0042019
1759,21447.7,0.28703,0.18283,0.77254,0.90472,0.74093,0.84913,0.75215,0.40933,0.32655,0.82899,0.0041986,0.0041986,0.0041986
1760,21459.9,0.29499,0.18407,0.77321,0.90411,0.74074,0.84897,0.75203,0.40933,0.32668,0.82908,0.0041953,0.0041953,0.0041953
1761,21472.1,0.28435,0.17981,0.77274,0.9047,0.74131,0.84955,0.75208,0.40914,0.32675,0.82891,0.004192,0.004192,0.004192
1762,21484.4,0.29083,0.1813,0.77318,0.90373,0.74114,0.84913,0.75172,0.4092,0.3273,0.82902,0.0041887,0.0041887,0.0041887
1763,21496.5,0.28499,0.18237,0.77304,0.90347,0.74096,0.84929,0.75196,0.40937,0.3275,0.82905,0.0041854,0.0041854,0.0041854
1764,21508.6,0.28419,0.18353,0.77371,0.90233,0.74078,0.8491,0.75205,0.40934,0.32699,0.82897,0.0041821,0.0041821,0.0041821
1765,21520.8,0.2934,0.18231,0.77567,0.90433,0.74149,0.84937,0.75216,0.40954,0.32732,0.82905,0.0041788,0.0041788,0.0041788
1766,21532.9,0.2919,0.18359,0.77515,0.90439,0.74149,0.84934,0.75204,0.40951,0.32733,0.82912,0.0041755,0.0041755,0.0041755
1767,21545.1,0.29025,0.18248,0.77492,0.90355,0.74104,0.84905,0.75205,0.40956,0.32728,0.8291,0.0041722,0.0041722,0.0041722
1768,21557.3,0.28771,0.18215,0.77603,0.90378,0.74114,0.84906,0.75208,0.40923,0.32712,0.82902,0.0041689,0.0041689,0.0041689
1769,21569.4,0.28869,0.18073,0.77576,0.90219,0.74117,0.849,0.75203,0.40933,0.3274,0.82902,0.0041656,0.0041656,0.0041656
1770,21581.7,0.29133,0.18109,0.77429,0.90096,0.74131,0.84883,0.7521,0.40932,0.32702,0.82902,0.0041623,0.0041623,0.0041623
1771,21593.8,0.29001,0.18174,0.77608,0.90106,0.74152,0.84906,0.75214,0.40956,0.32744,0.82904,0.004159,0.004159,0.004159
1772,21605.9,0.28531,0.18165,0.77268,0.90035,0.7421,0.84876,0.75227,0.40919,0.32703,0.829,0.0041557,0.0041557,0.0041557
1773,21618.2,0.28537,0.18081,0.77372,0.90112,0.742,0.84871,0.75209,0.40924,0.32715,0.82904,0.0041524,0.0041524,0.0041524
1774,21630.5,0.29639,0.18654,0.77508,0.90086,0.74221,0.84871,0.75225,0.40945,0.32697,0.82909,0.0041491,0.0041491,0.0041491
1775,21642.6,0.29291,0.18482,0.77381,0.90111,0.74188,0.84878,0.7523,0.40963,0.32718,0.8291,0.0041458,0.0041458,0.0041458
1776,21654.9,0.29451,0.18391,0.77448,0.90186,0.74167,0.8489,0.75207,0.40951,0.32709,0.82904,0.0041425,0.0041425,0.0041425
1777,21667.2,0.27787,0.17904,0.7733,0.90086,0.74256,0.84887,0.75188,0.40943,0.32697,0.82897,0.0041392,0.0041392,0.0041392
1778,21679.4,0.29267,0.18491,0.77447,0.90061,0.74256,0.84891,0.75196,0.40943,0.32712,0.82906,0.0041359,0.0041359,0.0041359
1779,21691.7,0.30385,0.18507,0.77384,0.9009,0.74256,0.84887,0.75201,0.40964,0.32716,0.82907,0.0041326,0.0041326,0.0041326
1780,21703.9,0.2817,0.17773,0.77459,0.90093,0.74238,0.84889,0.75207,0.40959,0.32744,0.82897,0.0041293,0.0041293,0.0041293
1781,21716.1,0.29092,0.18192,0.77279,0.90011,0.74238,0.84896,0.75238,0.40958,0.32714,0.82895,0.004126,0.004126,0.004126
1782,21728.4,0.28266,0.17799,0.77419,0.9018,0.74203,0.84911,0.75251,0.40948,0.32734,0.82885,0.0041227,0.0041227,0.0041227
1783,21740.6,0.29132,0.18158,0.77393,0.90029,0.74238,0.84891,0.75248,0.40947,0.32734,0.8289,0.0041194,0.0041194,0.0041194
1784,21752.8,0.28987,0.18313,0.77328,0.90026,0.74292,0.8492,0.75277,0.40959,0.32753,0.82884,0.0041161,0.0041161,0.0041161
1785,21765.1,0.28819,0.18186,0.77365,0.90028,0.74256,0.84902,0.75269,0.40942,0.32786,0.82867,0.0041128,0.0041128,0.0041128
1786,21777.3,0.30925,0.18494,0.77551,0.90605,0.74051,0.84882,0.7526,0.40962,0.32774,0.82873,0.0041095,0.0041095,0.0041095
1787,21789.6,0.29279,0.18255,0.77364,0.90624,0.74049,0.84892,0.75257,0.40955,0.32766,0.82877,0.0041062,0.0041062,0.0041062
1788,21801.9,0.28706,0.1782,0.77469,0.90057,0.74256,0.84895,0.75256,0.4097,0.32781,0.82882,0.0041029,0.0041029,0.0041029
1789,21814.1,0.28879,0.18117,0.7756,0.90619,0.74096,0.84903,0.75244,0.40959,0.32791,0.82879,0.0040996,0.0040996,0.0040996
1790,21826.4,0.29109,0.18267,0.77382,0.90463,0.74015,0.84841,0.7524,0.4095,0.32798,0.82878,0.0040963,0.0040963,0.0040963
1791,21838.5,0.28699,0.18076,0.77352,0.90558,0.7406,0.84866,0.75251,0.40965,0.32819,0.82877,0.004093,0.004093,0.004093
1792,21850.8,0.29551,0.18444,0.77388,0.90535,0.74078,0.84854,0.75228,0.40973,0.3282,0.82877,0.0040897,0.0040897,0.0040897
1793,21863.1,0.28846,0.181,0.77494,0.90599,0.74004,0.84896,0.75253,0.40953,0.3278,0.82869,0.0040864,0.0040864,0.0040864
1794,21875.4,0.29467,0.18578,0.77286,0.90539,0.73996,0.8488,0.75244,0.40984,0.32818,0.82872,0.0040831,0.0040831,0.0040831
1795,21887.6,0.28959,0.18209,0.7734,0.90507,0.73989,0.84881,0.7526,0.40972,0.32816,0.82875,0.0040798,0.0040798,0.0040798
1796,21899.7,0.28131,0.17694,0.77501,0.90549,0.74025,0.84911,0.75285,0.4096,0.32814,0.82872,0.0040765,0.0040765,0.0040765
1797,21912,0.29096,0.18162,0.7753,0.90011,0.74327,0.84923,0.75292,0.40981,0.32801,0.8288,0.0040732,0.0040732,0.0040732
1798,21924.3,0.28548,0.17882,0.7745,0.89757,0.74468,0.84935,0.753,0.40978,0.32842,0.82877,0.0040699,0.0040699,0.0040699
1799,21936.6,0.29318,0.18567,0.77424,0.89757,0.74506,0.84938,0.75313,0.4097,0.32858,0.82875,0.0040666,0.0040666,0.0040666
1800,21948.7,0.27665,0.17613,0.77409,0.89671,0.74434,0.84907,0.75296,0.40948,0.32843,0.82877,0.0040633,0.0040633,0.0040633
1801,21960.9,0.28568,0.1789,0.77271,0.89706,0.74521,0.84929,0.75303,0.40941,0.32858,0.8287,0.00406,0.00406,0.00406
1802,21973,0.28646,0.18119,0.77247,0.89768,0.74396,0.84929,0.75296,0.40948,0.32841,0.82876,0.0040567,0.0040567,0.0040567
1803,21985.2,0.2851,0.17944,0.77396,0.89761,0.74559,0.84958,0.75299,0.40971,0.32842,0.82874,0.0040534,0.0040534,0.0040534
1804,21997.4,0.28961,0.18295,0.77455,0.89974,0.74292,0.84921,0.75273,0.40956,0.3285,0.82872,0.0040501,0.0040501,0.0040501
1805,22009.8,0.29143,0.1812,0.77394,0.8975,0.74541,0.84976,0.75283,0.40957,0.3288,0.82874,0.0040468,0.0040468,0.0040468
1806,22022.2,0.29409,0.18068,0.77347,0.90027,0.74298,0.84936,0.75296,0.40977,0.32814,0.82883,0.0040435,0.0040435,0.0040435
1807,22034.2,0.28604,0.17953,0.77291,0.89713,0.74523,0.84937,0.75288,0.40955,0.32848,0.82872,0.0040402,0.0040402,0.0040402
1808,22046.5,0.28521,0.18126,0.77615,0.89804,0.74577,0.84984,0.75285,0.40969,0.32899,0.82871,0.0040369,0.0040369,0.0040369
1809,22058.7,0.29938,0.18262,0.77471,0.89751,0.74559,0.8496,0.75294,0.40945,0.32846,0.82866,0.0040336,0.0040336,0.0040336
1810,22070.9,0.2899,0.18239,0.77596,0.89733,0.74523,0.84929,0.75308,0.40972,0.32905,0.82879,0.0040303,0.0040303,0.0040303
1811,22083,0.29045,0.18273,0.7751,0.89766,0.74541,0.84923,0.753,0.40948,0.32881,0.82865,0.004027,0.004027,0.004027
1812,22095.2,0.28404,0.17931,0.77231,0.89712,0.74568,0.84957,0.75324,0.40951,0.32894,0.8286,0.0040237,0.0040237,0.0040237
1813,22107.4,0.28688,0.17816,0.77415,0.89696,0.74506,0.84894,0.75303,0.40977,0.32945,0.82872,0.0040204,0.0040204,0.0040204
1814,22119.6,0.29242,0.18161,0.77454,0.89713,0.74578,0.84925,0.75304,0.40984,0.32939,0.82873,0.0040171,0.0040171,0.0040171
1815,22131.9,0.28951,0.17978,0.77541,0.89711,0.7456,0.84927,0.75314,0.40922,0.32948,0.82795,0.0040138,0.0040138,0.0040138
1816,22144,0.28323,0.17715,0.77334,0.89689,0.74613,0.84936,0.75313,0.40942,0.32954,0.82794,0.0040105,0.0040105,0.0040105
1817,22156.2,0.28263,0.17952,0.77266,0.89721,0.7464,0.84916,0.75309,0.40947,0.32969,0.82791,0.0040072,0.0040072,0.0040072
1818,22168.4,0.2885,0.17992,0.77466,0.89688,0.7463,0.84924,0.75293,0.40946,0.32944,0.82794,0.0040039,0.0040039,0.0040039
1819,22180.4,0.28442,0.17955,0.77367,0.89623,0.74577,0.84884,0.75286,0.40944,0.32943,0.8279,0.0040006,0.0040006,0.0040006
1820,22192.7,0.27734,0.18325,0.77582,0.89628,0.74577,0.84873,0.75283,0.40936,0.32968,0.82785,0.0039973,0.0039973,0.0039973
1821,22204.9,0.28649,0.17899,0.77403,0.89662,0.74634,0.84918,0.75291,0.40928,0.32953,0.82785,0.003994,0.003994,0.003994
1822,22217.2,0.28015,0.17717,0.77121,0.89836,0.74329,0.849,0.75325,0.40919,0.32971,0.82784,0.0039907,0.0039907,0.0039907
1823,22229.5,0.28876,0.18198,0.77439,0.89568,0.74577,0.84912,0.75332,0.40945,0.32992,0.82783,0.0039874,0.0039874,0.0039874
1824,22241.8,0.29252,0.18285,0.77351,0.89768,0.74256,0.84883,0.75317,0.4094,0.33,0.82784,0.0039841,0.0039841,0.0039841
1825,22254.1,0.28575,0.18046,0.77468,0.8969,0.7439,0.84873,0.75319,0.40948,0.33015,0.82787,0.0039808,0.0039808,0.0039808
1826,22266.3,0.29477,0.18194,0.77383,0.89616,0.74452,0.84835,0.75288,0.40958,0.33034,0.82789,0.0039775,0.0039775,0.0039775
1827,22278.6,0.29777,0.18756,0.7741,0.8959,0.74434,0.84812,0.75274,0.40972,0.33048,0.82789,0.0039742,0.0039742,0.0039742
1828,22290.8,0.29103,0.18363,0.77533,0.89645,0.74492,0.84845,0.75288,0.40988,0.33007,0.82789,0.0039709,0.0039709,0.0039709
1829,22302.9,0.29231,0.18518,0.77425,0.90047,0.74149,0.84883,0.75307,0.40975,0.33013,0.82794,0.0039676,0.0039676,0.0039676
1830,22315.3,0.29069,0.18212,0.77385,0.9,0.74149,0.84883,0.75288,0.40989,0.32996,0.8279,0.0039643,0.0039643,0.0039643
1831,22327.5,0.29446,0.18626,0.77411,0.89989,0.74131,0.84879,0.75289,0.40991,0.32998,0.82788,0.003961,0.003961,0.003961
1832,22339.7,0.28473,0.1815,0.77155,0.90555,0.73962,0.84876,0.75316,0.40998,0.32967,0.82781,0.0039577,0.0039577,0.0039577
1833,22352,0.28314,0.17999,0.77102,0.89804,0.7431,0.84868,0.75298,0.40963,0.32961,0.82779,0.0039544,0.0039544,0.0039544
1834,22364.2,0.29097,0.18084,0.77439,0.89933,0.74149,0.84845,0.75316,0.40979,0.32993,0.82783,0.0039511,0.0039511,0.0039511
1835,22376.5,0.27663,0.17746,0.77273,0.90486,0.73918,0.84908,0.75314,0.40983,0.32987,0.82785,0.0039478,0.0039478,0.0039478
1836,22388.5,0.28785,0.18477,0.77322,0.89782,0.74256,0.84889,0.75304,0.40966,0.3301,0.82765,0.0039445,0.0039445,0.0039445
1837,22400.8,0.28373,0.17755,0.77612,0.89711,0.74405,0.84858,0.75301,0.40984,0.33053,0.82774,0.0039412,0.0039412,0.0039412
1838,22413,0.28881,0.18088,0.77404,0.89721,0.74399,0.84917,0.75293,0.40948,0.32994,0.82766,0.0039379,0.0039379,0.0039379
1839,22425.2,0.29191,0.18434,0.77331,0.90454,0.73882,0.84891,0.75302,0.40948,0.32985,0.8277,0.0039346,0.0039346,0.0039346
1840,22437.4,0.28704,0.17814,0.77435,0.89816,0.74256,0.84909,0.75317,0.40956,0.32973,0.82762,0.0039313,0.0039313,0.0039313
1841,22449.7,0.29252,0.18353,0.77431,0.89791,0.74256,0.84922,0.7531,0.40962,0.3297,0.8277,0.003928,0.003928,0.003928
1842,22462,0.28634,0.17786,0.77501,0.89707,0.74219,0.84864,0.75301,0.40951,0.32986,0.82765,0.0039247,0.0039247,0.0039247
